K00001	E1.1.1.1	alcohol dehydrogenase
K18123	HOGA1	4-hydroxy-2-oxoglutarate aldolase
K18129	mexZ	TetR/AcrR family transcriptional regulator, mexXY operon repressor
K18130	nalC	TetR/AcrR family transcriptional regulator, transcriptional repressor NalC
K18131	mexR	MarR family transcriptional regulator, repressor of the mexAB-oprM multidrug resistance operon
K18133	porB	major outer membrane protein P.IB
K18135	nalD	TetR/AcrR family transcriptional regulator, repressor of the mexAB-oprM multidrug resistance operon
K18136	acrR	TetR/AcrR family transcriptional regulator, multidrug resistance operon repressor
K18138	acrB	multidrug efflux pump
K18139	oprM	outer membrane protein, multidrug efflux system
K18140	envR, acrS	TetR/AcrR family transcriptional regulator, acrEF/envCD operon repressor
K18141	acrE	membrane fusion protein, multidrug efflux system
K18142	acrF	multidrug efflux pump
K18143	adeS	two-component system, OmpR family, sensor histidine kinase AdeS
K18144	adeR	two-component system, OmpR family, response regulator AdeR
K18145	adeA	membrane fusion protein, multidrug efflux system
K18146	adeB	multidrug efflux pump
K18148	rtcB	release factor H-coupled RctB family protein
K18149	pbp5	penicillin-binding protein
K18150	armR	antirepressor for MexR
K18151	UAH	ureidoglycolate amidohydrolase
K18153	nga	NAD+ glycohydrolase
K18195	RGL4, rhiE	rhamnogalacturonan endolyase
K18197	yesW	rhamnogalacturonan endolyase
K18198	yesX	rhamnogalacturonan exolyase
K18199	inhA	cyclohexyl-isocyanide hydratase
K18205	hypBA1	non-reducing end beta-L-arabinofuranosidase
K18206	hypBA2	beta-L-arabinobiosidase
K18209	tfrA	fumarate reductase (CoM/CoB) subunit A
K18210	tfrB	fumarate reductase (CoM/CoB) subunit B
K18214	tetP_A, tet40	MFS transporter, DHA3 family, tetracycline resistance protein
K18216	steA	ATP-binding cassette, subfamily B, tetracycline resistant protein
K18217	steB	ATP-binding cassette, subfamily B, tetracycline resistant protein
K18218	tet35	tetracycline resistance efflux pump
K18220	tetM, tetO	ribosomal protection tetracycline resistance protein
K18221	tetX	tetracycline 11a-monooxygenase, tetracycline resistance protein
K18230	tylC	macrolide transport system ATP-binding/permease protein
K18231	msr	macrolide transport system ATP-binding/permease protein
K18234	vat	virginiamycin A acetyltransferase
K18235	vgb	virginiamycin B lyase
K18236	lnuB_F, lin	lincosamide nucleotidyltransferase B/F
K18237	NA	ribose 1
K18242	nagG	salicylate 5-hydroxylase large subunit
K18243	nagH	salicylate 5-hydroxylase small subunit
K18258	CRYM	thiomorpholine-carboxylate dehydrogenase
K18282	cynD	cyanide dihydratase
K18284	NA	adenosylhomocysteine/aminodeoxyfutalosine nucleosidase
K18285	mqnE	aminodeoxyfutalosine synthase
K18286	add	aminodeoxyfutalosine deaminase
K18288	ict-Y	itaconate CoA-transferase
K18289	ict-P	itaconate CoA-transferase
K18291	ich-P	itaconyl-CoA hydratase / mesaconyl-C4 CoA hydratase
K18292	E4.1.3.25	(S)-citramalyl-CoA lyase
K18294	nfxB	TetR/AcrR family transcriptional regulator, mexCD-oprJ operon repressor
K18295	mexC	membrane fusion protein, multidrug efflux system
K18296	mexD	multidrug efflux pump
K18297	mexT	LysR family transcriptional regulator, mexEF-oprN operon transcriptional activator
K18298	mexE	membrane fusion protein, multidrug efflux system
K18299	mexF	multidrug efflux pump
K18300	oprN	outer membrane protein, multidrug efflux system
K18301	mexL	TetR/AcrR family transcriptional regulator, mexJK operon transcriptional repressor
K18302	mexJ	membrane fusion protein, multidrug efflux system
K18303	mexK	multidrug efflux pump
K18304	lasR	LuxR family transcriptional regulator, quorum-sensing system regulator LasR
K18305	mexG	transmembrane protein
K18306	mexH	membrane fusion protein, multidrug efflux system
K18307	mexI	multidrug efflux pump
K18308	opmD	outer membrane protein, multidrug efflux system
K18313	sct	succinyl-CoA---D-citramalate CoA-transferase
K18320	IS15, IS26	transposase, IS6 family
K18322	smeB	multidrug efflux pump
K18323	smeC	outer membrane protein, multidrug efflux system
K18324	acrD	multidrug efflux pump
K18325	ramA	AraC family of transcriptional regulator, multidrug resistance transcriptional activator
K18326	mdtD	MFS transporter, DHA2 family, multidrug resistance protein
K18330	hndA	NADP-reducing hydrogenase subunit HndA
K18331	hndC	NADP-reducing hydrogenase subunit HndC
K18332	hndD	NADP-reducing hydrogenase subunit HndD
K18333	NA	L-fucose dehydrogenase
K18334	fucD	L-fuconate dehydratase
K18335	NA	2-keto-3-deoxy-L-fuconate dehydrogenase
K18336	lra6	2,4-didehydro-3-deoxy-L-rhamnonate hydrolase
K18337	LRA1	L-rhamnose 1-dehydrogenase
K18344	vanRB	two-component system, OmpR family, response regulator VanR
K18345	vanSB	two-component system, OmpR family, sensor histidine kinase VanS
K18346	vanW	vancomycin resistance protein VanW
K18347	vanH	D-specific alpha-keto acid dehydrogenase
K18348	vanT	serine/alanine racemase
K18349	vanRC	two-component system, OmpR family, response regulator VanR
K18350	vanSC	two-component system, OmpR family, sensor histidine kinase VanS
K18351	vanSAc	two-component system, OmpR family, sensor histidine kinase VanS
K18352	vanRAc	two-component system, OmpR family, response regulator VanR
K18355	padG	phenylglyoxylate dehydrogenase alpha subunit
K18356	padI	phenylglyoxylate dehydrogenase beta subunit
K18357	padE	phenylglyoxylate dehydrogenase gamma subunit
K18359	padH	phenylglyoxylate dehydrogenase epsilon subunit
K18364	bphH	2-oxopent-4-enoate/cis-2-oxohex-4-enoate hydratase
K18367	CoADR	CoA-dependent NAD(P)H sulfur oxidoreductase
K18369	adh2	alcohol dehydrogenase
K18382	adh1	NAD+-dependent secondary alcohol dehydrogenase Adh1
K18383	ferB	feruloyl-CoA hydratase/lyase
K18384	L3HYPDH	trans-L-3-hydroxyproline dehydratase
K18425	dhaa	3-hydroxy-D-aspartate aldolase
K18427	hpdB	4-hydroxyphenylacetate decarboxylase large subunit
K18428	hpdC	4-hydroxyphenylacetate decarboxylase small subunit
K18429	legG	GDP/UDP-N,N'-diacetylbacillosamine 2-epimerase (hydrolysing)
K18430	legI	N,N'-diacetyllegionaminate synthase
K18431	legF	CMP-N,N'-diacetyllegionaminic acid synthase
K18444	rrp1	two-component system, glycerol uptake and utilization response regulator
K18445	ndx1	diadenosine hexaphosphate hydrolase (ATP-forming)
K18446	ygiF	triphosphatase
K18455	mca	mycothiol S-conjugate amidase
K18456	E3.5.4.32	8-oxoguanine deaminase
K18457	laaA	L-proline amide hydrolase
K18459	gpuA	guanidinopropionase
K18471	ydjG	methylglyoxal reductase
K18473	fabY	acetoacetyl-[acyl-carrier protein] synthase
K18474	fabM	trans-2-decenoyl-[acyl-carrier protein] isomerase
K18475	fliB	lysine-N-methylase
K18476	tetR	TetR/AcrR family transcriptional regulator, tetracycline repressor protein
K18478	yihV	sulfofructose kinase
K18479	yihS	sulfoquinovose isomerase
K18480	linN	cholesterol transport system auxiliary component
K18530	frvX	putative aminopeptidase FrvX
K18531	frvR	putative frv operon regulatory protein
K18532	AK6	adenylate kinase
K18537	thnK	putative methyltransferase
K18540	ramA	(R)-amidase
K18541	mdlY	mandelamide amidase
K18545	sprB	streptogrisin B
K18546	sprC	streptogrisin C
K18552	cmlA, cmlB, floR	MFS transporter, DHA1 family, chloramphenicol/florfenicol resistance protein
K18554	cpt	chloramphenicol 3-O phosphotransferase
K18555	qnr, mcbG	fluoroquinolone resistance protein
K18556	frdA	NADH-dependent fumarate reductase subunit A
K18567	pbuE	MFS transporter, DHA1 family, purine base/nucleoside efflux pump
K18574	ptpA	Xaa-Xaa-Pro tripeptidyl-peptidase
K18581	ugl	unsaturated chondroitin disaccharide hydrolase
K18589	dfrA1	dihydrofolate reductase (trimethoprim resistance protein)
K18590	dfrA12	dihydrofolate reductase (trimethoprim resistance protein)
K18591	dfrD	dihydrofolate reductase (trimethoprim resistance protein)
K18593	E6.2.1.56	4-hydroxybutyrate---CoA ligase (ADP-forming)
K18594	NA	3-hydroxypropionyl-CoA synthetase (ADP-forming)
K18604	NA	acetyl-CoA/propionyl-CoA carboxylase
K18640	parM, stbA	plasmid segregation protein ParM
K18650	pehX	exo-poly-alpha-galacturonosidase
K18652	ntdC	glucose-6-phosphate 3-dehydrogenase
K18653	ntdA	3-dehydro-glucose-6-phosphate---glutamate transaminase
K18654	ntdB	kanosamine-6-phosphate phosphatase
K18657	zapC	cell division protein ZapC
K18661	matB	malonyl-CoA/methylmalonyl-CoA synthetase
K18672	dacA	diadenylate cyclase
K18673	bglK	beta-glucoside kinase
K18674	GALK2	N-acetylgalactosamine kinase
K18675	chbP	N,N'-diacetylchitobiose phosphorylase
K18676	gspK	glucosamine kinase
K18678	VTE5	phytol kinase
K18682	rny	ribonucrease Y
K18687	fadD3	HIP---CoA ligase
K18688	fadD19	3-oxocholest-4-en-26-oate---CoA ligase
K18691	mltF	membrane-bound lytic murein transglycosylase F
K18692	cshB	ATP-dependent RNA helicase CshB
K18697	pgpC	phosphatidylglycerophosphatase C
K18698	blaTEM	beta-lactamase class A TEM
K18699	blaSHV	beta-lactamase class A SHV
K18700	flK	fluoroacetyl-CoA thioesterase
K18702	uctC	CoA:oxalate CoA-transferase
K18704	tarL	CDP-ribitol ribitolphosphotransferase / teichoic acid ribitol-phosphate polymerase
K18707	mtaB	threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
K18765	csrD	RNase E specificity factor CsrD
K18766	blaZ	beta-lactamase class A BlaZ
K18767	blaCTX-M	beta-lactamase class A CTX-M
K18770	pbpD	penicillin-binding protein 4
K18775	lf2	levanbiose-producing levanase
K18778	zapD	cell division protein ZapD
K18779	tgtA	7-cyano-7-deazaguanine tRNA-ribosyltransferase
K18783	E2.4.1.279	nigerose phosphorylase
K18784	E2.4.1.282	3-O-alpha-D-glucosyl-L-rhamnose phosphorylase
K18785	mp2	beta-1,4-mannooligosaccharide/beta-1,4-mannosyl-N-acetylglucosamine phosphorylase
K18786	E2.4.1.321	cellobionic acid phosphorylase
K18788	wbbD	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase
K18790	blaOXA-1	beta-lactamase class D OXA-1
K18795	blaCARB-1	beta-lactamase class A CARB-1, PSE family
K18797	blaPER	beta-lactamase class A PER
K18799	wzxB, rfbX	O-antigen flippase
K18800	ubiI	2-polyprenylphenol 6-hydroxylase
K18814	ictB	putative inorganic carbon (hco3(-)) transporter
K18815	aac6-I	aminoglycoside 6'-N-acetyltransferase I
K18816	aac6-I, aacA7	aminoglycoside 6'-N-acetyltransferase I
K18817	hph	hygromycin-B 4-O-kinase
K18820	agd31B	oligosaccharide 4-alpha-D-glucosyltransferase
K18824	sul2	dihydropteroate synthase type 2
K18825	sul3	dihydropteroate synthase type 3
K18827	wbdD	O-antigen chain-terminating bifunctional methyltransferase/kinase
K18828	mvpA, vapC	tRNA(fMet)-specific endonuclease VapC
K18829	mvpT, vapB	antitoxin VapB
K18830	pezA	HTH-type transcriptional regulator / antitoxin PezA
K18831	higA	HTH-type transcriptional regulator / antitoxin HigA
K18837	cbtA	cytoskeleton-binding toxin CbtA and related proteins
K18838	cbeA	cytoskeleton bundling-enhancing protein CbeA and related proteins
K18839	ghoT	toxin GhoT
K18840	ghoS	antitoxin GhoS
K18841	chpB, chpBK	mRNA interferase ChpB
K18842	chpS, chpBI	antitoxin ChpS
K18843	hicB	antitoxin HicB
K18845	rmt, armA	16S rRNA (guanine(1405)-N(7))-methyltransferase
K18846	npmA	16S rRNA (adenine(1408)-N(1))-methyltransferase
K18850	ycfD	50S ribosomal protein L16 3-hydroxylase
K18851	fbp	diacylglycerol O-acyltransferase / trehalose O-mycolyltransferase
K18853	dmrX	dihydromethanopterin reductase (acceptor)
K18855	E1.1.1.374	UDP-N-acetylglucosamine 3-dehydrogenase
K18856	vanC	D-alanine---D-serine ligase
K18862	ldrA_B_C_D	small toxic polypeptide LdrA/B/C/D
K18866	vanXY	zinc D-Ala-D-Ala dipeptidase/carboxypeptidase
K18882	priL	DNA primase large subunit
K18887	efrA	ATP-binding cassette, subfamily B, multidrug efflux pump
K18888	efrB	ATP-binding cassette, subfamily B, multidrug efflux pump
K18889	mdlA	ATP-binding cassette, subfamily B, multidrug efflux pump
K18890	mdlB	ATP-binding cassette, subfamily B, multidrug efflux pump
K18891	patA	ATP-binding cassette, subfamily B, multidrug efflux pump
K18892	patB	ATP-binding cassette, subfamily B, multidrug efflux pump
K18893	vcaM	ATP-binding cassette, subfamily B, multidrug efflux pump
K18895	iroC	ATP-binding cassette, subfamily B, salmochelin/enterobactin exporter
K18898	mdtE	membrane fusion protein, multidrug efflux system
K18899	mdtF	multidrug efflux pump
K18900	bpeT	LysR family transcriptional regulator, regulator for bpeEF and oprC
K18901	bpeE	membrane fusion protein, multidrug efflux system
K18902	bpeF	multidrug efflux pump
K18903	oprC, opcM	outer membrane protein, multidrug efflux system
K18906	mgrA	MarR family transcriptional regulator, multiple gene regulator MgrA
K18907	norG	GntR family transcriptional regulator, regulator for abcA and norABC
K18908	mepA	multidrug efflux pump
K18909	mepR	MarR family transcriptional regulator, repressor for mepA
K18910	dpe, lre	D-psicose/D-tagatose/L-ribulose 3-epimerase
K18912	egtB	gamma-glutamyl hercynylcysteine S-oxide synthase
K18915	feR	ferric-chelate reductase [NAD(P)H]
K18916	ptxD	phosphonate dehydrogenase
K18917	mrx1	mycoredoxin
K18918	relB	RHH-type transcriptional regulator, rel operon repressor / antitoxin RelB
K18919	hokC_D	protein HokC/D
K18920	hokA	protein HokA
K18921	hokB	protein HokB
K18922	hokE	protein HokE
K18923	stbD	antitoxin StbD
K18924	ykkC	paired small multidrug resistance pump
K18925	ykkD	paired small multidrug resistance pump
K18926	lmrB	MFS transporter, DHA2 family, lincomycin resistance protein
K18927	lldR	LysR family transcriptional regulator, L-lactate utilization regulator
K18928	lldE	L-lactate dehydrogenase complex protein LldE
K18929	lldF	L-lactate dehydrogenase complex protein LldF
K18930	dld	D-lactate dehydrogenase
K18931	deoA	AMP phosphorylase
K18933	mfnA	tyrosine decarboxylase / aspartate 1-decarboxylase
K18934	lmrS	MFS transporter, DHA2 family, multidrug resistance protein
K18936	mdeA	MFS transporter, DHA2 family, multidrug resistance protein
K18939	lmrA, yxaF	TetR/AcrR family transcriptional regulator, lmrAB and yxaGH operons repressor
K18940	arlS	two-component system, OmpR family, sensor histidine kinase ArlS
K18941	arlR	two-component system, OmpR family, response regulator ArlR
K18954	pobR	AraC family transcriptional regulator, transcriptional activator of pobA
K18955	whiB1_2_3_4	WhiB family transcriptional regulator, redox-sensing transcriptional regulator
K18967	dge1	diguanylate cyclase
K18968	adrA	diguanylate cyclase
K18973	blaOXA-50	beta-lactamase class D OXA-50
K18974	sul1	dihydropteroate synthase type 1
K18975	ebr, qacEdelta1	small multidrug resistance pump
K18979	queG	epoxyqueuosine reductase
K18981	udh	uronate dehydrogenase
K18982	gli	D-galactarolactone isomerase
K18983	gci	D-galactarolactone cycloisomerase
K18986	ihk	two-component system, OmpR family, sensor kinase Ihk
K18987	irr	two-component system, OmpR family, response regulator Irr
K18988	ampH	serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase
K18991	mtrA	AraC family transcriptional regulator, activator of mtrCDE
K18992	cmeR	TetR/AcrR family transcriptional regulator, cmeABC operon repressor
K18997	cbpM	chaperone modulatory protein CbpM
K19000	rof	Rho-binding antiterminator
K19002	mgs	1,2-diacylglycerol 3-alpha-glucosyltransferase
K19003	mgdA	1,2-diacylglycerol 3-beta-glucosyltransferase
K19005	ltaS	lipoteichoic acid synthase
K19046	casB, cse2	CRISPR system Cascade subunit CasB
K19047	tetC	TetR/AcrR family transcriptional regulator, repressor of tetCD
K19048	symE	toxic protein SymE
K19049	cslA	chondroitin AC lyase
K19050	hepA	heparin lyase
K19051	hepB	heparin/heparan-sulfate lyase
K19052	hepC	heparan-sulfate lyase
K19053	cslB	chondroitin B lyase
K19055	prdX, proX	Ala-tRNA(Pro) deacylase
K19056	tetD	AraC family transcriptional regulator, transposon Tn10 TetD protein
K19057	merD	MerR family transcriptional regulator, mercuric resistance operon regulatory protein
K19058	merC	mercuric ion transport protein
K19059	merE	mercuric ion transport protein
K19060	mphR	TetR/AcrR family transcriptional regulator, macrolide resistance operon repressor
K19061	mrx	macrolide resistance protein
K19063	sat2	streptothricin acetyltransferase
K19064	lysDH	lysine 6-dehydrogenase
K19067	E1.3.8.11	cyclohexane-1-carbonyl-CoA dehydrogenase
K19068	wbjC	UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase
K19075	cst2, cas7	CRISPR-associated protein Cst2
K19076	cmr2, cas10	CRISPR-associated protein Cmr2
K19078	graR	two-component system, OmpR family, response regulator protein GraR
K19079	vraF	cationic antimicrobial peptide transport system ATP-binding protein
K19081	braS	two-component system, OmpR family, sensor histidine kinase BraS/BceS
K19082	braR	two-component system, OmpR family, response regulator protein BraR/BceR
K19083	braD	bacitracin transport system ATP-binding protein
K19084	braE	bacitracin transport system permease protein
K19088	cst1, cas8a	CRISPR-associated protein Cst1
K19090	cas5t	CRISPR-associated protein Cas5t
K19091	cas6	CRISPR-associated endoribonuclease Cas6
K19092	parE1_3_4	toxin ParE1/3/4
K19095	blaCMY-1	beta-lactamase class C CMY-1
K19096	blaCMY-2	beta-lactamase class C CMY-2
K19097	blaVEB	beta-lactamase class A VEB
K19100	blaDHA	beta-lactamase class C DHA
K19112	tblF	L-Amino acid ligase
K19114	csh1	CRISPR-associated protein Csh1
K19115	csh2	CRISPR-associated protein Csh2
K19116	cas5h	CRISPR-associated protein Cas5h
K19117	csd1, cas8c	CRISPR-associated protein Csd1
K19118	csd2, cas7	CRISPR-associated protein Csd2
K19119	cas5d	CRISPR-associated protein Cas5d
K19123	casA, cse1	CRISPR system Cascade subunit CasA
K19124	casC, cse4	CRISPR system Cascade subunit CasC
K19125	casD, cse5	CRISPR system Cascade subunit CasD
K19126	casE, cse3	CRISPR system Cascade subunit CasE
K19127	csy1	CRISPR-associated protein Csy1
K19128	csy2	CRISPR-associated protein Csy2
K19129	csy3	CRISPR-associated protein Csy3
